timestamp,activity,x_gyro,y_gyro,z_gyro,x_accel,y_accel,z_accel
694418,sitting,-8264,3188,-14180,-454,-31,2
694919,sitting,-8088,3196,-14076,-423,-18,-10
695420,sitting,-8204,3188,-14132,-431,-12,-21
695921,sitting,-8148,3208,-14100,-446,4,25
696422,sitting,-8100,3296,-14212,-449,3,-4
696923,sitting,-8148,3172,-14216,-441,1,14
697424,sitting,-8164,3296,-14232,-427,-33,7
697925,sitting,-8016,3180,-14104,-405,-8,1
698426,sitting,-8272,3136,-14116,-454,7,5
698927,sitting,-8200,3144,-14132,-443,5,8
699428,sitting,-8232,3244,-14096,-464,30,14
699929,sitting,-8192,3180,-14128,-427,-8,6
700430,sitting,-8280,3244,-14356,-439,-25,-30
700931,sitting,-8220,3228,-14256,-431,-5,-13
701432,sitting,-8156,3116,-14180,-454,5,-17
701933,sitting,-8212,3200,-14076,-469,-17,-9
702434,sitting,-8268,3244,-14064,-398,-18,10
702935,sitting,-8128,3216,-14172,-456,-30,-4
703436,sitting,-8328,3136,-14212,-440,2,-8
703937,sitting,-8224,3164,-14112,-422,8,4
704438,sitting,-8200,3236,-14112,-436,8,-11
704939,sitting,-8196,3124,-14068,-440,-45,8
705440,sitting,-8112,3236,-14080,-438,-10,-21
705941,sitting,-8200,3252,-14168,-440,-19,-22
706442,sitting,-8180,3204,-14144,-403,-3,5
706943,sitting,-8152,3220,-14256,-433,5,20
707444,sitting,-8188,3208,-14112,-438,-42,-5
707945,sitting,-8192,3196,-14168,-426,-12,2
708446,sitting,-8264,3168,-14112,-439,-10,4
708947,sitting,-8240,3196,-14216,-469,15,19
709448,sitting,-8260,3212,-14088,-430,-3,-30
709949,sitting,-8256,3156,-14124,-417,-17,-4
710450,sitting,-8180,3248,-14260,-435,-13,19
710951,sitting,-8148,3244,-14032,-431,-23,-37
711452,sitting,-8232,3184,-14124,-427,-9,-7
711953,sitting,-8188,3216,-14040,-399,-11,-12
712454,sitting,-8208,3224,-14128,-423,19,25
712955,sitting,-8200,3224,-14204,-442,-14,5
713456,sitting,-8080,3220,-14084,-423,-3,4
713957,sitting,-8208,3204,-14152,-439,-20,-15
714458,sitting,-8244,3216,-14060,-467,15,31
714959,sitting,-8132,3216,-14276,-425,-35,-1
715460,sitting,-8084,3280,-14288,-452,-28,0
715961,sitting,-8096,3168,-14216,-442,2,1
716462,sitting,-8120,3120,-14212,-450,3,20
716963,sitting,-8236,3216,-14096,-434,-1,-2
717464,sitting,-8096,3196,-14120,-457,2,-8
717965,sitting,-8268,3164,-14164,-423,-7,10
718466,sitting,-8160,3216,-14184,-427,-10,-13
718967,sitting,-8152,3248,-14188,-445,-10,0
719468,sitting,-8164,3144,-14024,-426,9,-6
719969,sitting,-8204,3200,-13960,-417,-18,-21
720470,sitting,-8220,3180,-14100,-425,-30,-5
720971,sitting,-8224,3168,-14188,-420,-16,-8
721472,sitting,-8240,3232,-14160,-443,-12,-12
721973,sitting,-8148,3244,-14160,-423,1,-5
722474,sitting,-8252,3100,-14096,-440,6,0
722975,sitting,-8180,3244,-14100,-426,-44,12
723476,sitting,-8140,3204,-14268,-422,-30,13
723977,sitting,-8128,3224,-14160,-434,-7,17
724478,sitting,-8188,3256,-14056,-449,-20,19
724979,sitting,-8072,3308,-14124,-423,-10,-6
725480,sitting,-8116,3172,-14184,-443,-18,14
725981,sitting,-8220,3224,-14184,-435,-5,-17
726482,sitting,-8200,3208,-14140,-415,7,12
726983,sitting,-8124,3264,-14136,-442,-12,-3
727484,sitting,-8192,3248,-14180,-450,-21,4
727985,sitting,-8232,3124,-14176,-428,-30,16
728486,sitting,-8156,3120,-14200,-439,-14,25
728987,sitting,-8164,3160,-14056,-459,-12,1
729488,sitting,-8084,3188,-14200,-408,-7,-19
729989,sitting,-8216,3184,-14108,-414,7,28
730490,sitting,-8236,3184,-14100,-414,-3,-16
730991,sitting,-8188,3196,-14280,-436,2,-1
731492,sitting,-8128,3236,-14032,-465,9,-8
731993,sitting,-8232,3148,-14140,-444,11,1
732494,sitting,-8100,3268,-14044,-454,-8,12
732995,sitting,-8188,3208,-14044,-455,1,9
733496,sitting,-8252,3264,-14156,-414,-25,8
733997,sitting,-8172,3148,-14168,-442,-6,14
734498,sitting,-8116,3120,-14208,-430,-40,0
734999,sitting,-8144,3224,-14104,-418,10,-1
735500,sitting,-8212,3256,-14268,-430,-37,22
736001,sitting,-8256,3240,-14064,-418,-46,-9
736502,sitting,-8164,3192,-14184,-442,-13,16
737003,sitting,-8208,3264,-14224,-430,9,10
737504,sitting,-8096,3216,-14044,-422,-7,4
738005,sitting,-8208,3124,-14180,-438,-10,-6
738506,sitting,-8248,3260,-14172,-439,-38,10
739007,sitting,-8216,3136,-14148,-428,-18,-20
739508,sitting,-8148,3252,-14024,-448,-16,7
740009,sitting,-8248,3252,-14064,-436,-30,-27
740510,sitting,-8200,3256,-14100,-427,-7,9
741011,sitting,-8192,3276,-14280,-448,-9,-6
741512,sitting,-8172,3184,-14084,-418,-16,5
742013,sitting,-8180,3216,-14164,-414,-26,2
742514,sitting,-8148,3160,-14120,-437,-11,-41
743015,sitting,-8200,3180,-14116,-446,-4,2
743516,sitting,-8200,3184,-14264,-453,-15,19
744017,sitting,-8212,3192,-14188,-421,-29,-5
744518,sitting,-8204,3184,-14324,-430,-6,31
745019,sitting,-8228,3264,-14136,-464,12,-4
745520,sitting,-8228,3236,-14200,-457,-27,-16
746021,sitting,-8160,3204,-14132,-418,-3,7
746522,sitting,-8216,3272,-14084,-430,-32,5
747023,sitting,-8280,3240,-14172,-411,-7,-18
747524,sitting,-8120,3144,-14204,-433,5,8
748025,sitting,-8252,3200,-14220,-456,16,-29
748526,sitting,-8224,3240,-14260,-420,-10,7
749027,sitting,-8092,3236,-14132,-428,-32,8
749528,sitting,-8164,3208,-14156,-460,-34,-3
750029,sitting,-8160,3160,-14192,-441,-36,-1
750530,sitting,-8260,3116,-14164,-418,-11,-6
751031,sitting,-8236,3140,-14108,-440,-5,-8
751532,sitting,-8176,3196,-14216,-405,-28,1
752033,sitting,-8248,3100,-14084,-427,6,-5
752534,sitting,-8156,3284,-14204,-417,-21,-11
753035,sitting,-8204,3180,-14172,-429,5,-13
753536,sitting,-8248,3232,-14256,-467,-5,9
754037,sitting,-8208,3228,-14216,-434,-36,-14
754538,sitting,-8212,3160,-14164,-425,-26,6
755039,sitting,-8204,3164,-14168,-442,2,34
755540,sitting,-8208,3196,-14172,-444,5,-13
756041,sitting,-8084,3272,-14180,-426,-2,16
756542,sitting,-8104,3108,-14100,-433,-31,-25
757043,sitting,-8132,3204,-14312,-442,-28,-5
757544,sitting,-8144,3200,-14076,-423,-12,27
758045,sitting,-8232,3196,-14020,-426,-3,8
758546,sitting,-8100,3264,-14132,-452,1,2
759047,sitting,-8152,3164,-14200,-459,-21,16
759548,sitting,-8224,3240,-14176,-420,-15,-16
760049,sitting,-8144,3172,-14164,-445,-15,-13
760550,sitting,-8236,3192,-14044,-421,-8,19
761051,sitting,-8140,3236,-14128,-392,-25,20
761552,sitting,-8184,3100,-14024,-429,-16,-4
762053,sitting,-8312,3184,-14168,-442,-13,1
762554,sitting,-8136,3080,-14288,-440,11,3
763055,sitting,-8192,3224,-14204,-423,17,9
763556,sitting,-8284,3156,-13864,-434,-4,-16
764057,sitting,-8124,3228,-14200,-430,-19,3
764558,sitting,-8084,3240,-14080,-452,-16,17
765059,sitting,-8200,3172,-14248,-443,-8,-10
765560,sitting,-8164,3164,-14212,-423,-5,-2
766061,sitting,-8228,3268,-14136,-452,5,-3
766562,sitting,-8200,3240,-14160,-411,-1,8
767063,sitting,-8080,3160,-14024,-428,-25,16
767564,sitting,-8256,3152,-14132,-437,-36,0
768065,sitting,-8160,3228,-14312,-448,18,19
768566,sitting,-8188,3148,-14156,-431,15,-4
769067,sitting,-8244,3216,-14144,-421,26,-9
769568,sitting,-8184,3172,-14192,-448,-22,40
770069,sitting,-8176,3244,-14096,-439,-8,3
770570,sitting,-8136,3276,-14088,-425,13,12
771071,sitting,-8148,3168,-14200,-411,24,4
771572,sitting,-8208,3224,-14172,-432,-20,-49
772073,sitting,-8204,3208,-14060,-424,-16,4
772574,sitting,-8120,3240,-14196,-436,-11,10
773075,sitting,-8196,3260,-14176,-412,-17,35
773576,sitting,-8244,3248,-14232,-412,-19,-9
774077,sitting,-8124,3220,-14160,-452,14,-16
774578,sitting,-8256,3200,-14188,-438,-8,10
775079,sitting,-8200,3188,-14252,-421,-17,0
775580,sitting,-8096,3296,-14192,-431,-5,-4
776081,sitting,-8172,3112,-14228,-443,7,-6
776582,sitting,-8200,3252,-14144,-445,13,1
777083,sitting,-8120,3208,-14116,-440,-29,-6
777584,sitting,-8200,3232,-14180,-440,-13,-2
778085,sitting,-8172,3212,-14200,-461,-37,-15
778586,sitting,-8272,3276,-14148,-452,-20,14
779087,sitting,-8272,3144,-14060,-442,-7,-8
779588,sitting,-8320,3144,-14200,-424,-24,21
780089,sitting,-8288,3232,-14224,-433,-9,-15
780590,sitting,-8148,3212,-14124,-426,-5,3
781091,sitting,-8148,3264,-14208,-442,-15,-16
781592,sitting,-8156,3184,-14108,-463,12,7
782093,sitting,-8104,3208,-14128,-433,-17,3
782594,sitting,-8140,3140,-14244,-426,-24,3
783095,sitting,-8204,3240,-14196,-430,-11,12
783596,sitting,-8296,3252,-14080,-422,-2,21
784097,sitting,-8160,3204,-14224,-438,-1,21
784598,sitting,-8184,3260,-14216,-432,-3,3
785099,sitting,-8148,3216,-14192,-467,-20,0
785600,sitting,-8156,3204,-14080,-437,-14,6
786101,sitting,-8232,3220,-14184,-459,-8,5
786602,sitting,-8168,3276,-14156,-447,-29,-8
787103,sitting,-8248,3296,-14176,-438,-9,13
787604,sitting,-8160,3284,-14220,-436,-41,-6
788105,sitting,-8096,3264,-14172,-427,-22,16
788606,sitting,-8132,3212,-14100,-436,-17,-14
789107,sitting,-8160,3208,-14136,-430,0,22
789608,sitting,-8132,3272,-14160,-422,-1,-3
790109,sitting,-8172,3136,-14180,-423,-10,36
790610,sitting,-8140,3212,-14076,-416,-26,7
791111,sitting,-8288,3200,-14016,-376,2,171
791612,sitting,-8240,3200,-14060,-439,-12,-15
792113,sitting,-8172,3232,-14184,-434,-15,-12
792614,sitting,-8120,3284,-14212,-443,-9,-24
793115,sitting,-8156,3148,-14060,-444,-4,6
793616,sitting,-8168,3208,-14112,-433,-16,-7
794117,sitting,-8192,3276,-14100,-410,11,-17
794618,sitting,-8232,3152,-14184,-414,14,-2
795119,sitting,-8252,3212,-14212,-439,-30,-7
795620,sitting,-8188,3136,-14076,-441,-29,-5
796121,sitting,-8160,3232,-14064,-444,-16,-4
796622,sitting,-8120,3192,-14136,-431,-5,-4
797123,sitting,-8184,3160,-14180,-447,10,-8
797624,sitting,-8248,3184,-14156,-440,1,-19
798125,sitting,-8164,3192,-14112,-438,-25,1
798626,sitting,-8172,3316,-14100,-426,-25,4
799127,sitting,-8228,3236,-14148,-437,-12,-7
799628,sitting,-8216,3224,-14040,-452,4,0
800129,sitting,-8108,3188,-14200,-431,-4,12
800630,sitting,-8144,3164,-14048,-443,-33,-6
801131,sitting,-8168,3220,-14020,-435,-25,-33
801632,sitting,-8212,3276,-14180,-421,-25,-6
802133,sitting,-8140,3184,-14120,-451,-20,-24
802634,sitting,-8168,3196,-14232,-442,-5,14
803135,sitting,-8164,3216,-14324,-429,-18,-16
803636,sitting,-8180,3168,-14084,-441,-3,-13
804137,sitting,-8188,3228,-14108,-429,-26,23
804638,sitting,-8164,3144,-14140,-446,4,13
805139,sitting,-8216,3208,-14184,-434,26,13
805640,sitting,-8204,3232,-14128,-440,-13,-11
806141,sitting,-8084,3276,-14076,-432,-19,10
806642,sitting,-8212,3236,-14144,-487,-22,18
807143,sitting,-8108,3172,-14204,-453,30,2
807644,sitting,-8172,3256,-14192,-472,2,-2
808145,sitting,-8216,3252,-14140,-422,-24,-3
808646,sitting,-8204,3348,-14224,-456,-6,7
809147,sitting,-8220,3200,-14240,-430,-3,8
809648,sitting,-8256,3204,-14176,-424,-14,-22
810149,sitting,-8256,3120,-14176,-432,-21,1
810650,sitting,-8192,3160,-14104,-444,-15,4
811151,sitting,-8176,3256,-14216,-424,-23,7
811652,sitting,-8132,3160,-14256,-429,-1,-6
812153,sitting,-8148,3196,-14132,-437,-26,15
812654,sitting,-8180,3164,-14168,-432,2,-19
813155,sitting,-8132,3220,-14112,-462,-16,-7
813656,sitting,-8164,3276,-14140,-437,8,16
814157,sitting,-8248,3208,-14180,-441,-19,18
814658,sitting,-8108,3204,-14148,-432,-21,8
815159,sitting,-8120,3280,-14180,-437,-13,-5
815660,sitting,-8160,3140,-14224,-463,6,-12
816161,sitting,-8228,3228,-14212,-469,-23,5
816662,sitting,-8192,3240,-14084,-431,-27,9
817163,sitting,-8144,3128,-14164,-436,-2,4
817664,sitting,-8084,3120,-14204,-415,-15,-15
818165,sitting,-8256,3192,-14268,-444,-33,-1
818666,sitting,-8224,3224,-14116,-438,-18,6
819167,sitting,-8164,3256,-14080,-422,-31,-25
819668,sitting,-8200,3212,-13948,-421,-19,-8
820169,sitting,-8252,3176,-14228,-433,-1,-5
820670,sitting,-8164,3228,-14124,-442,-11,-5
821171,sitting,-8132,3208,-14152,-453,-12,2
821672,sitting,-8124,3248,-14284,-433,-35,7
822173,sitting,-8192,3216,-14144,-411,-6,-3
822674,sitting,-8152,3172,-14132,-457,-2,-6
823175,sitting,-8224,3096,-14136,-422,10,4
823676,sitting,-8200,3148,-14128,-465,-23,-28
824177,sitting,-8104,3252,-14044,-433,-54,21
824678,sitting,-8124,3204,-14140,-430,-34,1
825179,sitting,-8112,3188,-14304,-443,-14,5
825680,sitting,-8244,3244,-14064,-426,-15,-14
826181,sitting,-8228,3172,-14112,-432,17,6
826682,sitting,-8116,3220,-14196,-443,-7,4
827183,sitting,-8156,3232,-14060,-430,-3,-1
827684,sitting,-8240,3248,-14084,-420,15,18
828185,sitting,-8148,3160,-14220,-440,22,23
828686,sitting,-8236,3224,-14040,-446,-29,0
829187,sitting,-8056,3132,-14040,-470,-34,7
829688,sitting,-8092,3252,-14224,-448,-24,15
830189,sitting,-8240,3108,-14052,-425,-24,-13
830690,sitting,-8188,3224,-14236,-424,-5,-22
831191,sitting,-8228,3208,-14164,-449,10,-23
831692,sitting,-8100,3220,-14136,-410,-10,7
832193,sitting,-8120,3236,-14172,-466,-26,-4
832694,sitting,-8200,3200,-14184,-422,-24,-13
833195,sitting,-8124,3296,-14100,-438,-1,-3
833696,sitting,-8064,3216,-14076,-445,-21,8
834197,sitting,-8264,3260,-14180,-402,-24,26
834698,sitting,-8180,3156,-14196,-479,-18,16
835199,sitting,-8120,3216,-14084,-453,-15,-10
835700,sitting,-8192,3152,-14292,-407,-23,18
836201,sitting,-8176,3156,-14180,-469,6,9
836702,sitting,-8184,3296,-14260,-424,-12,6
837203,sitting,-8128,3160,-14200,-433,-7,-29
837704,sitting,-8168,3260,-14092,-430,20,17
838205,sitting,-8200,3248,-14088,-447,6,14
838706,sitting,-8136,3296,-14184,-429,-17,0
839207,sitting,-8140,3188,-14096,-445,-18,-11
839708,sitting,-8172,3188,-14136,-426,-2,-2
840209,sitting,-8208,3244,-14184,-441,6,7
840710,sitting,-8172,3168,-14136,-464,7,-25
841211,sitting,-8160,3212,-14088,-434,3,-10
841712,sitting,-8204,3288,-14232,-405,-30,3
842213,sitting,-8284,3144,-14188,-438,-39,-13
842714,sitting,-8176,3216,-14092,-442,-11,-20
843215,sitting,-8160,3296,-14116,-448,-10,4
843716,sitting,-8276,3244,-14256,-431,19,3
844217,sitting,-8180,3220,-14040,-438,12,-2
844718,sitting,-8244,3212,-14196,-419,-20,5
845219,sitting,-8144,3160,-14152,-437,-30,5
845720,sitting,-8128,3112,-14256,-454,0,-9
846221,sitting,-8264,3176,-14212,-452,-1,21
846722,sitting,-8184,3188,-14064,-422,17,9
847223,sitting,-8144,3188,-14164,-429,-37,7
847724,sitting,-8216,3268,-14208,-440,-24,-14
848225,sitting,-8280,3272,-14096,-436,-13,-14
848726,sitting,-8128,3164,-14092,-439,27,-26
849227,sitting,-8184,3136,-14068,-437,-20,-2
849728,sitting,-8148,3200,-14144,-434,-8,30
850229,sitting,-8184,3164,-14188,-439,-37,-7
850730,sitting,-8152,3160,-14164,-462,-37,-7
851231,sitting,-8200,3200,-14100,-413,26,14
851732,sitting,-8244,3236,-14120,-413,-29,-1
852233,sitting,-8232,3212,-14188,-464,-5,20
852734,sitting,-8152,3096,-14156,-445,-31,-8
853235,sitting,-8172,3152,-14228,-460,-23,12
853736,sitting,-8144,3132,-14132,-412,8,7
854237,sitting,-8148,3136,-14224,-427,12,-1
854738,sitting,-8140,3204,-14228,-448,-18,16
855239,sitting,-8152,3196,-14084,-424,-51,-4
855740,sitting,-8176,3248,-14144,-427,-21,9
856241,sitting,-8104,3224,-14148,-417,-10,-9
856742,sitting,-8152,3268,-14236,-441,-22,-10
857243,sitting,-8248,3136,-14096,-471,-7,1
857744,sitting,-8140,3236,-14140,-435,0,-5
858245,sitting,-8232,3200,-14108,-429,-20,-6
858746,sitting,-8044,3140,-14124,-439,-17,16
859247,sitting,-8132,3232,-14088,-447,-11,-9
859748,sitting,-8216,3264,-14180,-436,-17,10
860249,sitting,-8164,3272,-14100,-454,-16,1
860750,sitting,-8240,3204,-14292,-436,-26,7
861251,sitting,-8100,3244,-14184,-431,-32,10
861752,sitting,-8156,3224,-14060,-413,0,-5
862253,sitting,-8188,3212,-14236,-429,-7,-23
862754,sitting,-8176,3144,-14068,-437,-29,-3
863255,sitting,-8180,3196,-14060,-438,-6,-17
863756,sitting,-8272,3164,-14120,-428,0,6
864257,sitting,-8260,3212,-14132,-429,-9,3
864758,sitting,-8104,3152,-14120,-448,-4,2
865259,sitting,-8152,3076,-14092,-412,-15,25
865760,sitting,-8236,3196,-14224,-438,-34,14
866261,sitting,-8128,3188,-14116,-409,-11,-12
866762,sitting,-8244,3148,-14124,-443,-11,-16
867263,sitting,-8256,3180,-14144,-449,7,11
867764,sitting,-8224,3212,-14052,-447,-12,17
868265,sitting,-8040,3108,-14212,-438,-43,-2
868766,sitting,-8240,3164,-14052,-425,13,6
869267,sitting,-8144,3240,-14088,-410,-20,9
869768,sitting,-8160,3200,-14112,-439,-7,2
870269,sitting,-8064,3200,-14124,-424,-5,-2
870770,sitting,-8212,3196,-14068,-409,-40,-11
871271,sitting,-8124,3160,-14172,-443,-20,3
871772,sitting,-8276,3208,-14180,-443,-4,28
872273,sitting,-8260,3188,-14112,-453,-13,0
872774,sitting,-8168,3180,-14212,-434,-34,-11
873275,sitting,-8124,3204,-14204,-436,-6,9
873776,sitting,-8100,3192,-14080,-448,-13,-37
874277,sitting,-8228,3200,-14140,-447,-3,-1
874778,sitting,-8168,3184,-14040,-404,-11,-3
875279,sitting,-8200,3236,-14108,-436,-16,4
875780,sitting,-8196,3196,-14216,-428,-38,-1
876281,sitting,-8156,3104,-14176,-430,-34,-9
876782,sitting,-8320,3272,-14308,-432,2,-5
877283,sitting,-8136,3292,-14072,-450,-4,-4
877784,sitting,-8208,3192,-14156,-431,7,-4
878285,sitting,-8272,3236,-14000,-418,-25,-22
878786,sitting,-8204,3192,-14256,-435,1,-1
879287,sitting,-8236,3204,-14196,-441,-12,15
879788,sitting,-8140,3208,-14124,-463,1,-13
880289,sitting,-8160,3168,-14152,-437,-24,-1
880790,sitting,-8092,3160,-14144,-451,-13,-5
881291,sitting,-8108,3144,-14208,-443,-10,2
881792,sitting,-8176,3176,-14108,-445,-24,16
882293,sitting,-8224,3208,-14184,-430,2,-2
882794,sitting,-8252,3240,-14012,-441,-8,8
883295,sitting,-8244,3292,-14152,-437,-49,4
883796,sitting,-8128,3232,-14208,-429,-16,8
884297,sitting,-8180,3172,-14140,-467,5,-5
884798,sitting,-8208,3200,-14080,-442,-5,18
885299,sitting,-8180,3208,-14136,-413,-19,-3
885800,sitting,-8124,3272,-14196,-447,-27,-4
886301,sitting,-8156,3188,-14196,-409,-20,9
886802,sitting,-8268,3172,-14160,-445,-18,6
887303,sitting,-8156,3224,-14188,-444,-12,1
887804,sitting,-8248,3256,-14144,-435,-19,-20
888305,sitting,-8148,3204,-14200,-447,-14,23
888806,sitting,-8200,3256,-14104,-473,-35,9
889307,sitting,-8228,3148,-14172,-436,-23,7
889808,sitting,-8248,3188,-14112,-441,-8,18
890309,sitting,-8156,3200,-14316,-454,-16,-15
890810,sitting,-8252,3292,-14188,-433,10,-13
891311,sitting,-8316,3224,-14232,-446,-2,-25
891812,sitting,-8168,3212,-14108,-461,-22,-1
892313,sitting,-8160,3204,-14192,-457,33,-29
892814,sitting,-8176,3204,-14220,-444,-16,-16
893315,sitting,-8156,3164,-14184,-436,11,28
893816,sitting,-8164,3216,-14068,-406,-9,-17
894317,sitting,-8060,3176,-14092,-432,-16,18
894818,sitting,-8176,3140,-14236,-435,-28,-1
895319,sitting,-8120,3232,-14068,-446,-8,10
895820,sitting,-8212,3144,-14040,-443,-27,14
896321,sitting,-8224,3092,-14184,-429,-28,-20
896822,sitting,-8140,3216,-14216,-427,-3,4
897323,sitting,-8212,3160,-14200,-454,-29,-2
897824,sitting,-8132,3248,-14224,-442,-21,8
898325,sitting,-8284,3232,-14244,-439,-44,-5
898826,sitting,-8232,3196,-14172,-438,-33,-27
899327,sitting,-8244,3232,-14232,-440,-17,3
899828,sitting,-8140,3200,-14056,-430,12,-2
900329,sitting,-8108,3200,-14152,-430,-13,1
900830,sitting,-8192,3176,-14080,-461,-15,-3
901331,sitting,-8232,3168,-14092,-407,-23,-20
901832,sitting,-8152,3264,-14076,-424,-5,34
902333,sitting,-8128,3188,-14132,-408,-25,23
902834,sitting,-8124,3296,-14124,-438,-15,-10
903335,sitting,-8100,3196,-14104,-434,-46,28
903836,sitting,-8248,3168,-14260,-418,-15,-7
904337,sitting,-8252,3172,-14168,-431,9,-13
904838,sitting,-8284,3200,-14160,-429,2,-22
30,walking,0,0,0,0,0,0
531,walking,32767,-18832,-3732,-20312,10991,27393
1033,walking,416,-692,3976,2757,-16328,-22775
1534,walking,-8416,-20868,3548,15625,-3230,-2248
2035,walking,-10068,-16084,11636,-1901,556,22630
2536,walking,5844,-4808,6000,14606,-32768,-32768
3037,walking,1268,-1928,15224,6714,32767,-62
3538,walking,-17280,-3756,-2372,-25107,-15737,6687
4039,walking,-5864,13008,4876,-11546,12440,-721
4540,walking,-11520,4916,-3916,-8661,-19760,9677
5041,walking,-8856,612,-18352,-17246,17594,-9843
5542,walking,-624,8336,-14312,1235,-157,-4570
6043,walking,-12152,2664,-9664,-4415,-10415,20104
6544,walking,1560,2916,-15072,-5686,-23354,-18017
7045,walking,-7848,14200,-11252,5432,16796,-5099
7546,walking,-32768,32767,-3412,30069,32767,32767
8047,walking,3760,8872,-17672,-10713,-11178,-11856
8548,walking,1408,3460,-19632,-4680,4020,-988
9049,walking,864,1664,-16516,-14734,-18037,2507
9550,walking,-4516,6072,-20468,32213,19724,-6052
10051,walking,844,4972,-16340,-2634,-12788,6386
10552,walking,-5308,4864,-8808,-660,-1065,9525
11053,walking,3380,3152,-22468,12404,13098,5871
11554,walking,-3736,11492,-21140,-1187,7196,21942
12055,walking,-4400,4912,-19176,-12184,-6547,-1623
12556,walking,1096,6652,-17252,9711,-24290,21791
13057,walking,4388,17304,-1124,16182,-5794,16719
13558,walking,1316,6684,-11516,11371,-24646,-27496
14059,walking,1028,7652,-20328,-9219,-5118,-9720
14560,walking,3024,184,-19460,-15929,138,768
15061,walking,1192,5160,-12788,-9789,-6308,-23944
15562,walking,2772,6868,-21168,18177,9694,9907
16063,walking,304,3508,-15288,28255,-10126,-10975
16564,walking,908,7148,-17016,2852,-2835,-11366
17065,walking,2536,4252,-16524,-12550,9600,14911
17566,walking,1620,7404,-12640,12906,-12736,-17491
18067,walking,4612,7764,-10952,-2484,-3936,-5937
18568,walking,844,3660,-15188,9426,13004,-5111
19069,walking,1820,5760,-15756,9717,-4209,-13819
19570,walking,-144,4980,-12500,-283,-989,20297
20071,walking,1076,3488,-16404,-2747,-7286,14704
20572,walking,-1976,4504,-17908,9939,2301,-4499
21073,walking,-1732,-28,-17660,-10558,-6021,6266
21574,walking,-3500,1596,-17712,17846,-4878,-5208
22075,walking,-100,6024,-20512,-8809,16200,10893
22576,walking,1468,1996,-19096,18564,-1999,-4109
23077,walking,2868,1176,-14996,-8857,-1321,-5080
23578,walking,1568,668,-17888,40,-1967,1193
24079,walking,2868,5436,-22296,-20268,-2236,10305
24580,walking,-476,5800,-23332,22561,1662,-7284
25081,walking,2376,1604,-14040,-8120,-1822,888
25582,walking,1824,3472,-19008,-2833,-24,5534
26083,walking,992,6852,-19512,19800,582,-5330
26584,walking,1576,3804,-17448,-16948,-2241,2750
27085,walking,2900,496,-15812,6881,-2413,-788
27586,walking,2868,2624,-12880,5352,2496,-6725
28087,walking,844,-1960,-29676,-26389,-6256,-7890
28588,walking,756,7836,-22172,26921,4669,-3051
29089,walking,2184,5228,-21568,-20043,-3987,10804
29590,walking,3100,5248,-21232,26075,11030,-4095
30091,walking,4468,6044,-12428,-4379,-2222,-807
30592,walking,-348,3900,-17604,-17358,-12567,1700
31093,walking,620,9540,-24832,22607,16555,-5590
31595,walking,5576,1976,-10328,9229,-23244,-17712
32096,walking,-2468,-424,-26880,-2252,-6435,16258
32597,walking,2604,-1668,-17192,1913,-1421,-1064
33098,walking,-668,6440,-19380,17847,-5120,-6496
33599,walking,4056,1676,-10180,2396,1874,14491
34100,walking,1100,980,-21876,-13392,-10679,8594
34601,walking,2408,10672,-16096,17696,-4280,-12722
35102,walking,-2332,6676,-19592,-9092,352,24653
35603,walking,-3244,4676,-15160,6920,-12620,-6791
36104,walking,-548,5140,-17244,-24175,1126,-8247
36605,walking,-1768,6244,-16804,2907,5139,-920
37106,walking,-2960,-17876,-24820,1649,-3506,-32768
37607,walking,-2360,4436,-16152,847,9287,-2063
38108,walking,-768,656,-17204,-3618,-4655,-2696
38609,walking,1920,2664,-12920,-11636,4229,16369
39110,walking,144,6836,-11408,2396,4176,3026
39611,walking,-2296,2360,-18084,3701,4284,-12131
40112,walking,-1308,5108,-20252,-17488,-7729,12633
40613,walking,1224,5604,-16076,16576,10069,-1893
41114,walking,2948,1580,-17020,-3475,-7500,-8296
41615,walking,-160,1372,-14224,-8473,12060,10046
42116,walking,-788,2692,-17908,-3021,-11649,-12580
42617,walking,-7208,2892,-23324,6816,16926,-21288
43118,walking,-2980,5608,-19300,10764,16680,-7698
43619,walking,-848,3428,-19564,-4240,4054,3654
44120,walking,248,1424,-16120,7813,10234,-12556
44621,walking,2880,3600,-12412,10378,-8106,-9974
45122,walking,824,1440,-24240,-17689,-2829,10050
45623,walking,136,1228,-20596,12918,412,-7482
46124,walking,2000,3980,-16584,-934,-2832,-14091
46625,walking,-6484,2956,-18172,-10692,10992,13543
47126,walking,-320,4472,-22412,16288,4902,-7585
47627,walking,212,6080,-15204,-353,-6380,16846
48128,walking,-4308,2128,-13632,3723,-12371,9066
48629,walking,1392,5440,-14788,2859,10559,-3746
49130,walking,-2500,8148,-18328,9938,373,-4106
49631,walking,-4072,5324,-20476,-7515,4309,15903
50132,walking,3016,6668,-17196,12063,7740,-5022
50633,walking,2644,4736,-13852,4852,-13775,3270
51134,walking,-5344,956,-13844,-5416,-4244,12721
51635,walking,-288,5084,-12820,11824,2449,-8383
52136,walking,-2884,5192,-12992,2156,3388,12431
52637,walking,-7896,860,-18692,-7399,-2897,8615
53138,walking,-5100,5560,-21720,7947,-5589,12082
53639,walking,-2008,1516,-15076,947,15357,-1943
54140,walking,60,3208,-15356,-14076,10992,11727
54641,walking,60,2304,-13668,2082,-1307,734
