timestamp,activity,x_gyro,y_gyro,z_gyro,x_accel,y_accel,z_accel
361254,walking,-4,9344,-17096,21573,5513,2423
361755,walking,5020,120,-12700,-9121,-5057,-7809
362256,walking,2776,5700,-14396,12863,2087,11023
362757,walking,756,712,-19096,-4010,-6067,-2631
363258,walking,3840,7724,-30056,18223,15067,-9456
363759,walking,4744,1308,-21532,-2030,3691,3890
364260,walking,-980,5468,-22020,-23276,-10771,-7877
364761,walking,-500,3080,-12376,7976,-9729,-4625
365262,walking,704,3608,-15304,98,-3253,8278
365763,walking,-3864,5068,-17872,9866,10801,24845
366264,walking,-2412,-1316,-20888,10959,-22861,22334
366765,walking,796,2748,-11704,19565,10370,1310
367266,walking,-3136,-1504,-13640,-1642,3308,11277
367767,walking,-2732,240,-24496,8385,114,24064
368268,walking,-2680,5064,-20612,-12296,11656,453
368769,walking,340,6564,-17408,-23205,6725,-6566
369270,walking,-1512,3088,-16376,4429,-22893,-6149
369771,walking,-1468,5176,-17200,747,-11059,-11939
370272,walking,-420,6984,-13896,159,812,-563
370773,walking,-1232,-884,-13876,3653,-4417,17696
371274,walking,-6912,-24,-21832,-3954,-18865,-22745
371775,walking,112,3012,-17744,-1819,-7610,3649
372276,walking,2012,-1984,-17320,-4631,-11886,15538
372777,walking,-2768,10216,-13072,8896,-17858,-31415
373278,walking,3816,15500,-17684,22038,-16946,2702
373779,walking,-228,12492,-17520,-3402,19638,24432
374280,walking,-3180,3944,-28756,23549,14646,-6206
374781,walking,1204,-320,-18540,-367,1613,-5623
375282,walking,-776,6272,-19520,-3019,9429,2327
375783,walking,4804,3112,-16192,11777,5268,-6369
376284,walking,-4252,-3684,-10140,11575,-17008,-17969
376785,walking,7408,6608,-18376,28829,18871,-14639
377286,walking,3764,4716,-18468,17239,13529,-61
377787,walking,516,-696,-14352,-9261,-3247,-9284
378288,walking,-288,4396,-22172,-8710,18158,19830
378789,walking,5432,3644,-11944,16106,5191,4405
379290,walking,6472,4176,-12028,-1294,-81,-16464
379791,walking,32767,-32768,-32768,32767,-32768,32767
380292,walking,-11992,4856,-19736,14102,-29582,-32768
380793,walking,-12532,2496,4604,-4397,-10823,1927
381294,walking,-15024,-380,3008,-1609,20651,-2309
381795,walking,-13296,1328,-12912,-8996,4339,-5444
382296,walking,-3768,-7376,-8752,3427,12894,-5073
382797,walking,-5316,-1552,-16928,1131,-10068,11890
383298,walking,-2056,-96,-15940,4254,14410,-4389
383799,walking,-3584,-244,-10388,440,-1337,-7938
384300,walking,600,-2124,-12972,-4114,-8961,-1140
384801,walking,-3988,904,-16492,-280,160,-9
385302,walking,-3052,-1184,-15240,591,2531,-1786
385803,walking,-3384,-1084,-16932,-845,-1840,-2007
386304,walking,-6768,-688,-17636,-6364,-7953,-1655
386805,walking,-8048,-932,-14376,-16069,3885,-12312
387306,walking,-15464,3360,-12476,-3294,-3634,-10466
387807,walking,-9636,4788,-9600,178,6043,-5387
388308,walking,-14376,6124,-13376,1666,-6721,1677
388809,walking,-7080,-2204,-13452,9322,-8409,2433
389310,walking,-8080,3032,-10520,-7968,174,-654
389811,walking,-16224,1508,-15052,-7159,2334,-2926
390312,walking,-10292,1332,-9656,3083,-7793,6561
390813,walking,-5112,-1408,-15720,-6843,8337,1812
391314,walking,-7048,-2832,-16804,2435,-13534,17006
391815,walking,-7376,2208,-11592,3398,3513,-959
392316,walking,-10156,5196,-5860,-4120,-8238,-4697
392817,walking,-10804,2996,-17208,-6419,-1060,3307
393318,walking,-12524,-216,-15364,-9790,11003,-8942
393819,walking,-5008,5012,-16908,-612,1675,-1831
394320,walking,-5188,1900,-13076,386,5212,-3073
394821,walking,-3660,-568,-16408,401,282,5917
395322,walking,-84,120,-14224,488,3284,-4288
395823,walking,-272,904,-17476,3167,135,-2033
396324,walking,-1004,-2496,-17260,-5432,-2454,-3268
396825,walking,-332,-440,-22336,1838,5755,-12098
397326,walking,-1540,220,-15300,2749,349,-9310
397827,walking,812,1456,-15892,-11539,2862,-4647
398328,walking,-4936,3632,-15044,6892,13057,-13511
398829,walking,2156,4444,-17652,-3432,-8582,-930
399330,walking,-2896,-656,-18180,2940,-816,8054
399831,walking,-716,1108,-21668,891,6353,-5377
400332,walking,2776,-492,-15548,-847,5441,-10914
400833,walking,-2792,-740,-16900,-4826,-603,7947
401334,walking,3216,-4324,-12764,-1828,4624,-11103
401835,walking,-1504,1848,-13424,3383,-5397,153
402336,walking,-4372,1392,-12028,-17240,-3421,8908
402837,walking,2232,1604,-19492,15884,1356,-14896
403338,walking,-2876,-1544,-12348,2880,-2838,-3843
403839,walking,-4964,-1800,-17524,-10300,-833,12491
404340,walking,-1224,-960,-14556,7226,3981,-3217
404841,walking,-4836,848,-15976,803,5174,-551
405342,walking,-2580,-2612,-15576,-6188,218,16926
405843,walking,-812,-3732,-17452,8287,424,-7482
406344,walking,-2912,3532,-15108,-2888,1109,16318
406845,walking,-4576,-3408,-16384,-3313,-2172,8975
407346,walking,-1176,1972,-13804,12317,4446,-5315
407847,walking,1720,-3540,-16576,-3497,-1608,-492
408348,walking,-4948,-1064,-16068,-4367,426,17929
408849,walking,-2344,-1520,-20400,23206,-525,-977
409350,walking,-16,-3600,-15904,-3339,1630,-1208
409851,walking,-4476,-2060,-15560,-5949,-1975,18299
410352,walking,-1540,-776,-12028,11112,7443,-8826
410853,walking,-400,936,-16780,-130,-2737,6574
411354,walking,-8416,5644,-14176,-3546,-1962,20955
411855,walking,-5552,-2156,-16236,7957,10233,-5127
412356,walking,-2692,-4548,-22496,-7757,4032,6409
412857,walking,-6724,-916,-17476,-8970,-2609,2728
413358,walking,-1976,-1696,-13004,88,1522,-689
413859,walking,-7664,-6564,-20064,-3407,8856,2280
414360,walking,-9380,-2996,-15716,-6907,8844,15328
414861,walking,-7120,-5100,-16488,2079,-16970,16971
415362,walking,-4992,-980,-17460,-2619,17080,-18032
415863,walking,-2740,5724,-11908,-11346,25480,16717
416364,walking,5964,-1036,-18392,3854,-396,-3333
416865,walking,-5124,5224,-19444,9107,3019,-15094
417366,walking,-4432,-6036,-11412,32767,2728,32767
417867,walking,1976,4576,-13252,19855,17623,-14034
418368,walking,-372,-5584,-21416,5717,14209,2922
418869,walking,-10040,6060,-10408,-1796,-792,-9157
419370,walking,-404,1476,-17344,8909,8382,118
419871,walking,8736,7516,-13676,-7582,-32768,-17635
420372,walking,944,5140,-13868,-8547,-15500,3294
420873,walking,-688,-1316,-10108,-2564,3056,-11084
421374,walking,-3208,-56,-12568,2174,621,-14947
421875,walking,1356,-3052,-20744,-9885,149,25026
422376,walking,384,-1548,-13996,7529,-2086,-4354
422877,walking,-3412,-1496,-21776,-1317,-3501,-6099
423378,walking,376,2328,-21360,-2524,3347,7581
423879,walking,-132,-2268,-17284,-4299,-4185,3491
424380,walking,-2200,-3888,-20860,-1014,12112,-13068
424881,walking,1708,1564,-21252,-7113,-332,-5791
425382,walking,-1588,-1732,-17148,-9167,-5448,-6238
425883,walking,-4636,2400,-23024,10401,59,-5566
426384,walking,128,2964,-18580,-14539,-42,15380
426885,walking,3648,-6196,-15252,7062,-7528,11445
427386,walking,344,-76,-16140,1099,-3733,-3458
427887,walking,-728,4172,-15048,-6542,1318,14171
428388,walking,628,40,-16228,-4139,-8919,-4569
428889,walking,-4724,-1804,-18332,7347,-5538,-3577
429390,walking,-336,32,-20024,-16204,-3960,5998
429891,walking,1856,-1316,-12824,12240,10682,-8957
430392,walking,-2552,1300,-20012,-3048,28,-19447
430893,walking,1176,620,-18836,6200,2392,-275
431394,walking,4608,-476,-18056,-13964,5307,7949
431895,walking,2188,608,-17192,-7525,-4004,829
432396,walking,3052,588,-16596,3901,4225,-13851
432897,walking,10140,80,-14508,11748,-1662,-9573
433398,walking,-904,-244,-21396,-12687,1700,-3510
433899,walking,4592,1940,-15880,12661,2622,-16268
434400,walking,1180,-2396,-17496,3208,-10889,-9206
434901,walking,5768,-5096,-14516,-3957,-1909,11077
435402,walking,4056,-3068,-15776,3195,838,213
435903,walking,3076,-2444,-16920,-349,142,111
436404,walking,3044,-1312,-17836,37,-1600,722
436905,walking,1600,-1672,-17228,1430,-258,1613
437406,walking,1452,-2132,-16684,476,-821,4107
437907,walking,1332,-1408,-17160,-3086,265,-4179
438408,walking,1124,-1940,-16872,-490,-704,-1181
438909,walking,1892,-4244,-15940,3234,2701,3203
439410,walking,1684,2728,-18040,-9916,-1567,-656
439911,walking,3252,856,-16764,6060,2163,321
440412,walking,4048,-408,-16552,2899,645,2546
440913,walking,1304,-1696,-15720,-4526,-1812,4029
441414,walking,1332,-1448,-17752,884,3043,-6108
441915,walking,4188,-408,-16096,-1656,-2826,-4895
442416,walking,2640,456,-17504,2278,759,6763
442917,walking,4968,-4832,-15672,131,2296,-3519
443418,walking,3336,-4196,-13936,-13290,-11081,-8926
443919,walking,1040,-3260,-22828,5548,6186,-5604
444420,walking,3152,-3348,-20420,-7682,110,7401
444921,walking,-3368,-2072,-14644,4428,-7165,-6740
445422,walking,-2536,1124,-17280,-5228,10056,-2856
445923,walking,-9196,4012,-12636,-3183,8682,-12732
446424,walking,-8624,-100,-13760,-3227,-848,401
446925,walking,-200,4780,-11796,-2142,-2876,4449
447426,walking,-2092,-2336,-22608,381,9823,-18967
447927,walking,-224,5580,-18992,-7836,-3958,901
448428,walking,-2884,2036,-17244,-8932,-13384,7128
448929,walking,-10356,1804,-13484,-6450,20387,-9565
449430,walking,-2564,1416,-18044,5267,8827,-12154
449931,walking,-584,4548,-13572,-14259,-9916,-787
450432,walking,-2032,3328,-11896,7891,-8502,745
450933,walking,-964,3044,-16648,1490,11980,-13212
451434,walking,2516,2368,-17688,-2333,-5891,1024
451935,walking,-3436,1412,-19684,-4976,-8265,6229
452436,walking,-116,4808,-12156,2621,18112,-6444
452937,walking,-6824,504,-15016,4486,4948,-19940
453438,walking,-3608,4940,-21832,7518,4085,-9752
453939,walking,-4024,3644,-18712,-12218,-7767,3149
454440,walking,-5392,1736,-25556,24291,22498,-3787
454941,walking,8908,4760,-18420,-24206,-27953,-28351
455442,walking,3608,1228,-19144,893,2017,16219
455943,walking,-8708,-892,-11952,7143,-9450,22066
456444,walking,112,4004,-10160,6064,8833,-2820
456945,walking,-4808,4848,-16932,9233,1241,-260
457446,walking,604,-3680,-14488,3161,-1500,13313
457947,walking,-632,-4088,-16848,-8880,-15284,8254
458448,walking,2712,7440,-12320,-3118,4363,-10660
458949,walking,-5128,32,-17024,5301,-19878,3232
459450,walking,-3604,16552,-32640,9567,20767,-26652
459951,walking,-4120,2996,-21424,-6997,-550,13893
460452,walking,3504,2968,-13856,9932,-2181,-6344
460953,walking,2620,3128,-18156,-9307,-6820,-10928
461454,walking,3736,-548,-18384,-9345,-1645,-11193
461955,walking,1540,3776,-21384,-18860,-8051,897
462456,walking,32,4224,-18992,17722,7359,-6351
462957,walking,5152,-1368,-13952,2726,-1863,-4938
463458,walking,4156,2588,-12104,5241,18517,13014
463959,walking,-1128,500,-15608,1711,1963,437
464460,walking,-3120,-1468,-16992,-8476,368,3583
464961,walking,1932,4000,-18252,3466,-11999,-2813
465462,walking,1848,-3252,-18324,-29775,898,-4046
465963,walking,-3172,4508,-25848,26572,32767,21039
466464,walking,2108,9208,-18032,10825,-22481,-3609
466965,walking,-1192,44,-12736,-3077,-7699,-4258
467466,walking,136,2712,-21780,-3822,8260,32767
467967,walking,4800,5628,-25168,2649,17619,23318
468468,walking,-3884,3612,-20552,-21651,1823,3396
468969,walking,6876,3076,-19728,-5373,13067,-20226
469470,walking,1880,8540,-19288,16682,2696,-652
469971,walking,-5052,2944,-20444,-17964,6623,20165
470472,walking,2980,3492,-10988,14852,-6514,-13477
470973,walking,-2644,-2720,-11720,-6114,1157,-11043
471474,walking,-2572,4696,-12920,-308,-3247,7866
471975,walking,-4160,1660,-17432,7895,2726,18473
472476,walking,9232,2084,-15696,-23419,-5434,31254
472977,walking,-4752,2108,-21592,15080,26525,-22863
473478,walking,2116,2864,-24656,-32768,-21174,21754
473979,walking,700,1224,-20596,6458,-6048,17109
474480,walking,-64,4620,-21288,22999,7728,24439
474981,walking,-2964,-2684,-14348,-4570,-7250,13033
475482,walking,6652,8172,-23376,6234,-8138,16853
475983,walking,-800,3876,-18128,-3649,21887,5682
476484,walking,3720,5584,-17116,-6967,5596,11121
476985,walking,4440,1124,-13352,15869,6027,977
477486,walking,200,1876,-12320,-11215,12570,674
477987,walking,31608,-19844,-32768,32767,17951,-32768
478488,walking,2800,2020,-21872,-8827,32767,-15609
478989,walking,-1148,3168,-15944,5280,-8461,-9914
479490,walking,204,4468,-22300,-20582,-10644,3725
479991,walking,-2524,2592,-22632,20933,5158,-17080
480492,walking,3152,2628,-15216,4725,-5902,-8530
480993,walking,236,3860,-23280,-9039,2137,13006
481494,walking,-832,7424,-18460,15402,12764,-2688
481995,walking,-784,6644,-17280,1235,5146,-700
482496,walking,2464,2708,-21468,-21765,-19214,5908
482997,walking,5896,3572,-9788,15195,4645,1440
483498,walking,-308,5120,-12676,12812,6136,-18968
483999,walking,1192,4420,-25116,-18692,-4766,10047
484500,walking,-2132,8908,-17092,17080,4297,-9852
485001,walking,-5256,-244,-22240,7884,241,-15380
485502,walking,-3328,5308,-15964,-9408,-14124,7829
486003,walking,-1240,2164,-19972,2434,23170,-7248
486504,walking,4312,4612,-10468,1607,-16023,7499
487005,walking,724,456,-22928,-22625,-5719,10559
487506,walking,1720,8516,-22492,32549,32767,1989
488007,walking,-8788,1140,3316,-6194,-7996,6930
488508,walking,-21720,1252,-14324,7426,-2254,29490
489009,walking,-2696,3152,-13988,10336,29150,-5745
489510,walking,-5212,1508,-16420,2511,6968,-14916
490011,walking,-4076,5180,-24740,-14598,-8893,16388
490512,walking,-2796,9252,-27904,12165,25309,-7155
491013,walking,-3452,4568,-17032,7456,6067,-16429
491514,walking,-1696,9148,-21836,-13743,-3006,21137
492015,walking,-7524,10304,-31604,26054,26760,-8943
492516,walking,-1644,7624,-15100,9283,3844,-10963
493017,walking,-3184,4164,-22272,-7348,-5829,6507
493518,walking,-3760,5628,-20552,19652,19935,-5712
494019,walking,576,4664,-16428,1438,12144,661
494520,walking,-3488,3572,-21580,-11013,209,17984
495021,walking,4512,4056,-5916,-19390,-2458,-25177
495522,walking,-4068,7936,-22592,16727,17015,2499
496023,walking,-1900,4600,-23476,-28979,-13712,4507
496524,walking,436,3600,-11276,28973,-8814,-7530
497025,walking,-4548,2048,-13268,1796,-8438,-9294
497526,walking,-1296,1696,-14360,-8565,-7717,20185
498027,walking,-2368,1424,-15336,482,-11965,5824
498528,walking,828,6492,-15812,-5358,-637,-5731
499029,walking,1624,3480,-19552,-12344,-14953,28188
499530,walking,3796,2084,-14648,16687,-6645,6942
500031,walking,-924,3856,-13100,-1226,-15735,-2940
500532,walking,-1352,1752,-17152,-9375,-5924,19067
501033,walking,2076,-2836,-22280,1162,-18123,-5735
501534,walking,432,1036,-11824,5705,6180,4979
502035,walking,-128,-6932,-18304,-7977,-9536,28284
502536,walking,-6112,-2360,-14620,11324,15677,-2219
503037,walking,-2420,824,-15344,1530,4404,-5253
503538,walking,-3436,-1484,-20648,-9450,-5392,13887
504039,walking,440,1528,-18616,4833,12300,-11857
504540,walking,-5008,2452,-17536,2481,8790,-6541
505041,walking,-5912,3780,-21692,-12654,10645,26260
505542,walking,188,4232,-9292,23740,-10633,-11489
506043,walking,-7360,-64,-21436,-13878,2173,18824
506544,walking,-7408,-1928,-18004,-12566,-8663,6446
507045,walking,-1744,4884,-13220,11606,-28911,32767
507546,walking,19244,-12472,9608,-32768,31080,-32768
508047,walking,-4268,-1624,-17672,-19129,-21330,4346
508548,walking,4736,9720,-8020,12382,7096,11304
509049,walking,2752,5884,-18468,12903,-7546,-7112
509550,walking,-1904,6412,-18980,-7978,16665,-1966
510051,walking,-2564,14672,-22492,23305,-32033,-32768
510552,walking,-1160,-1568,-18592,7472,5860,1512
511053,walking,-2004,2248,-22316,12539,11310,21487
511554,walking,3700,904,-22700,27149,-904,-5487
512055,walking,-1536,4848,-18408,-19208,-5008,-11730
512556,walking,2700,3464,-12412,-3774,12055,20495
513057,walking,-6660,-1916,-18016,-7202,-4052,120
513558,walking,712,-2152,-24296,15717,4515,12974
514059,walking,-4632,5132,-25352,-2084,-5468,-9388
514560,walking,-488,320,-16264,-6129,-3201,427
515061,walking,168,2244,-20880,-21653,14857,6106
515562,walking,-2348,1988,-24156,-2642,619,3560
516063,walking,-1036,-4080,-22144,-25499,-2072,-7207
516564,walking,5956,2212,-19512,-1260,7542,-17756
517065,walking,352,11140,-18620,-2730,-2672,-357
517566,walking,384,160,-17632,-19715,-11857,-1958
518067,walking,4308,1556,-18676,-19389,8026,-32768
518568,walking,-2740,512,-11136,-1023,-16124,17742
519069,walking,2476,9240,-18768,-5576,25911,-32768
519570,walking,-3116,3296,-16268,6027,-203,-12162
520071,walking,5416,7796,-18908,4851,1647,23559
520572,walking,3924,2432,-17704,11692,12988,1516
521073,walking,7492,4188,-17860,-15834,6818,3617
521574,walking,-2460,952,-27388,-22469,11519,19302
522075,walking,2360,1756,-18116,16165,-178,2622
522576,walking,1292,1752,-7424,-21905,-408,-317
523077,walking,-228,7076,-19256,-9651,14131,14215
523578,walking,4320,4636,-14712,5574,-12638,1856
524079,walking,5404,3384,-14736,-6423,-6660,-16157
524580,walking,-5796,4124,-18948,-24142,14581,8712
525081,walking,7136,5164,-18868,28889,915,10197
525582,walking,-2500,788,-20000,-6491,22669,-3124
526083,walking,-7600,1696,-22312,7374,18959,32675
526584,walking,3176,2668,-6508,4429,1739,-2877
527085,walking,-11100,-3664,-22024,31824,-15478,-5041
527586,walking,3000,740,-14252,-1905,-3865,25635
528087,walking,-2900,2188,-17476,8959,10379,8961
528588,walking,-608,6388,-20364,30566,19668,20573
529089,walking,-1204,7480,-12728,-2333,369,10153
529590,walking,5452,1508,-17116,6480,13264,300
530091,walking,5752,7200,-10580,13225,-32768,-8140
530592,walking,9876,1896,-28188,16339,9989,-12987
531093,walking,-5880,-320,-20268,-14506,-6703,1116
531594,walking,-8928,576,-19032,31998,-25356,8023
532095,walking,-13304,-848,-10020,-25188,5136,-6214
532596,walking,-9632,-2492,-6576,25179,-18898,5763
533097,walking,-8796,-3732,-15976,6497,11163,-24338
533598,walking,-4544,2400,-19576,6082,244,7010
534099,walking,-9440,-944,-17896,-8866,-14028,516
534600,walking,-3276,-6124,-18204,4730,18031,-6718
535101,walking,1048,3052,-17984,-3732,-13332,-13564
535602,walking,-2284,6612,-16920,-16234,-12043,102
536103,walking,-5888,6528,-18456,32161,5235,-23697
536604,walking,3500,10272,-19432,22620,-11431,-14972
537105,walking,-7336,6084,-25304,-7726,4402,-7121
537606,walking,-3072,5916,-21576,17577,21820,-11052
538107,walking,5000,1036,-11468,534,11326,1732
538608,walking,-1944,-368,-19640,-8283,-6541,9331
539109,walking,220,-5556,-20760,16433,11390,-6804
539610,walking,6476,5952,-9196,5388,-25750,-11576
540111,walking,4892,2876,-11828,8089,7476,22799
540612,walking,1324,2828,-16188,4429,-9457,-8455
541113,walking,712,7948,-12172,10717,-27058,-15017
541614,walking,-556,-1152,-13340,4197,8712,19780
542115,walking,2460,-212,-6684,20015,18253,-622
542616,walking,1560,8120,-9056,5649,-10407,-18111
543117,walking,2000,1744,-19068,-28740,-11679,12903
543618,walking,880,2132,-12748,6466,4815,-16110
544119,walking,1596,-13080,-17128,2102,23519,-16209
544620,walking,-1416,2592,-15604,20276,283,-18570
545121,walking,576,4160,-9532,-16552,-5926,752
545622,walking,6368,2692,-15460,-12520,-5376,-1509
546123,walking,3140,10192,-4800,9185,5192,-5071
546624,walking,-2092,3400,-24936,-24918,-11488,-5396
547125,walking,-6492,-10232,-22024,5301,25449,26463
547626,walking,4960,3424,-17208,-10614,4883,5493
548127,walking,1672,572,-24472,-12256,-24695,-27761
548628,walking,1248,2264,-21240,21689,25437,18095
549129,walking,-2508,3276,-29180,-99,-8294,16967
549630,walking,-8904,1892,-21992,-27761,4164,-814
550131,walking,-3684,-372,-12160,21979,-272,-28408
550632,walking,5932,5292,-14288,-11194,60,3234
551133,walking,-2012,1428,-18892,-18063,-23774,-4727
551634,walking,7040,-4788,-18528,14898,16926,541
552135,walking,6552,2848,-19200,1504,3747,16437
552636,walking,-6812,2712,-19012,-24822,1275,-4131
553137,walking,-52,-408,-27620,3224,24705,8094
553638,walking,-4548,9292,-21120,-2134,6943,-2333
554139,walking,1468,2572,-15976,-26101,-11175,-20232
554640,walking,4660,2416,-12596,-10399,-10624,-17010
555141,walking,452,-672,-17956,-2612,-3112,-6629
555642,walking,916,4732,-9972,-3993,7178,10894
556143,walking,-2196,104,-11732,14304,-18027,-21618
556644,walking,1908,3112,-16432,16223,-6969,-7128
557145,walking,-5952,-348,-18564,-15036,-13686,10326
557646,walking,36,2512,-9500,6572,7757,-16227
558147,walking,-1912,2116,-15832,13876,7059,19956
558648,walking,-5988,7316,-17348,-7184,2190,4610
559149,walking,4844,700,-16140,-5227,-985,5704
559650,walking,-1072,5416,-19324,19785,-9721,-3030
560151,walking,-6636,5552,-24132,-18973,2213,16324
560652,walking,-2008,688,-29452,-5510,9935,14319
561153,walking,-252,1776,-19016,10917,11029,-2619
561654,walking,3712,6748,-18000,-21429,4513,1108
562155,walking,944,-1224,-10800,-3620,-8829,-855
562656,walking,1236,2424,-24908,5854,8604,-8807
563157,walking,-1116,2012,-18928,-2553,-15633,-4516
563658,walking,4160,-992,-17316,-13899,-5512,-3905
564159,walking,2564,4684,-22960,4345,4194,-4995
564660,walking,4536,5332,-18148,208,-3450,-6432
565161,walking,-1148,3868,-13772,-30172,-9614,-2319
565662,walking,3860,1872,-11712,21020,6724,-7958
566163,walking,3948,856,-19332,4856,-13202,-19102
566664,walking,-1364,3396,-23612,-30539,-16833,-4579
567165,walking,-5556,1164,-18844,23603,8017,-22757
567666,walking,3324,10580,-17688,5371,-10946,-10636
568167,walking,-2636,7188,-20760,-17329,-5641,14641
568668,walking,-400,7972,-25224,10299,12570,-8522
569169,walking,-2284,1776,-19136,10345,-11095,10280
569670,walking,-2696,3716,-21820,-6897,-3912,9952
570171,walking,-7260,5248,-22356,4494,1826,-14114
570672,walking,-1328,1796,-18156,-6989,-13315,-9187
571173,walking,-8040,-152,-19508,-7922,-2005,13661
571674,walking,-4960,5180,-21224,10505,32767,-8569
572175,walking,-13460,8440,-25828,25194,-189,-32768
572676,walking,-3868,5000,-16424,-20413,-6766,16008
573177,walking,-3504,5620,-18580,11953,17696,-19980
573678,walking,-1468,-2600,-16656,-7315,2483,-13890
574179,walking,640,3976,-22444,-17241,425,16425
574680,walking,1836,8164,-17548,4771,12049,-9753
575181,walking,-4336,1004,-17908,-5374,15726,-18376
575682,walking,-1052,7396,-23420,-8778,3730,12356
576183,walking,-1208,4636,-21648,10485,12076,-13647
576684,walking,-2548,2060,-17576,9126,-27477,-19262
577185,walking,-996,2928,-18516,-16213,-8834,1525
577686,walking,-6432,12320,-25868,8711,10971,352
578187,walking,188,-4172,-16972,5284,21742,-3387
578688,walking,-4300,-1160,-18564,-12856,-6059,12283
579189,walking,-4940,2840,-22140,15876,26797,-7881
579690,walking,-972,6364,-22420,-2051,22276,7588
580191,walking,-2836,-208,-21644,-9755,5361,18216
580692,walking,4644,572,-13296,32767,6645,15303
581193,walking,10100,10108,-6516,-623,-24750,-13872
581694,walking,4876,-1056,-13344,-819,4523,11115
582195,walking,-2824,4356,-21948,10195,-14711,-2155
582696,walking,-9344,-2596,-29432,13180,31801,18817
583197,walking,-4648,5020,-19980,4907,-12065,3959
583698,walking,-3904,544,-14908,-8559,-16764,5105
584199,walking,-7080,5068,-32768,23623,14154,-16822
584700,walking,504,4852,-22012,-15615,-7871,4550
585201,walking,-4700,-152,-18264,-11483,-13783,6014
585702,walking,3152,2508,-12584,-6021,-930,2342
586203,walking,-512,6328,-19352,146,24516,18361
586704,walking,-3856,1112,-15736,-2389,-937,13086
587205,walking,3792,4676,-11412,8603,-9548,3484
587706,walking,-5148,5992,-24456,26437,10760,-13790
588207,walking,-2580,5316,-21112,-11425,-7495,24080
588708,walking,56,6548,-20860,21444,23939,-2675
589209,walking,-348,7708,-26136,19054,5873,-28965
589710,walking,-4020,1088,-19844,-12397,268,5427
590211,walking,4448,3664,-16848,5070,20629,-9691
590712,walking,-3744,2976,-20160,5425,-9155,-4991
591213,walking,-7772,2992,-19172,-16759,-13461,7908
591714,walking,2336,7844,-23160,12376,3786,-12640
592215,walking,-272,484,-17412,-8141,4485,-7683
592716,walking,-3512,7128,-21580,939,20281,25429
593217,walking,-2144,464,-22444,-1581,-15853,820
593718,walking,-544,1816,-14672,-1310,-16397,-1457
594219,walking,-876,7488,-20084,-31431,-19734,8377
594720,walking,716,1464,-20660,-15754,-1689,-19107
595221,walking,5224,-1208,-13756,10528,-17927,6771
595722,walking,1676,464,-15052,-1057,-852,-3622
596223,walking,1344,9452,-15672,-2312,27880,13856
596724,walking,1872,5748,-21700,32767,-11258,-8750
597225,walking,7468,2596,-14136,7930,-9636,-5958
597726,walking,-1060,3448,-18480,14983,10999,7083
598227,walking,-1424,-312,-24820,18826,26517,-96
598728,walking,4832,-5348,-20860,-17230,20172,3460
599229,walking,-7252,-4564,-26552,-9638,13411,5281
599730,walking,-2384,164,-17892,15189,-4635,-3929
600231,walking,-248,9128,-12464,11457,-26452,-16840
600732,walking,6880,68,-13988,3492,6590,9074
601233,walking,-1580,528,-14008,570,-586,6145
601734,walking,-2912,3016,-19012,363,-4284,-15815
602235,walking,3360,-3616,-17328,1427,2149,13333
602736,walking,-2912,-5420,-17076,3926,-11936,2932
603237,walking,-5336,-1600,-26932,-9256,5644,-8233
603738,walking,1768,1164,-17232,-2116,-6931,7920
604239,walking,-1540,-800,-16600,-4900,2667,-1825
604740,walking,-7292,88,-28600,12213,7841,-6733
605241,walking,1256,-84,-24636,2379,3067,9027
605742,walking,1736,-13804,-18704,-24049,-8663,-12177
606243,walking,9476,8316,-8100,-3237,-13523,-21392
606744,walking,1380,3820,-29368,-2570,-1254,882
607245,walking,3176,-1100,-14528,-27094,-6581,-3052
607746,walking,6996,2276,-12724,19544,-27798,-27009
608247,walking,3320,3800,-15232,-21946,-17626,-16120
608748,walking,-4360,-17280,-29780,-20841,16071,12016
609249,walking,2020,3700,-21124,12641,-1376,-17900
609750,walking,-5764,-1836,-21164,2136,-19407,-10260
610251,walking,820,-4172,-21272,-707,6582,11631
610752,walking,4272,4356,-15504,5994,6884,-5243
611253,walking,1600,-1212,-13832,-4161,-21732,-9523
611754,walking,1432,2748,-15532,-6772,430,10125
612255,walking,1064,-828,-18620,2879,-11218,-477
612756,walking,4828,1744,-12120,101,-2263,-10878
613257,walking,8372,6852,-19252,11188,1274,-18518
613758,walking,-3512,5820,-16120,1182,8074,740
614259,walking,-2892,4988,-22476,19743,-811,-15842
614760,walking,2940,-8,-17968,-12331,-3961,3027
615261,walking,-1232,776,-14536,-10064,10218,13110
615762,walking,-864,316,-11312,5243,-16463,-4977
616263,walking,-7580,1700,-28156,13275,11714,3744
616764,walking,3480,608,-22488,4908,2610,10957
617265,walking,-2280,1116,-18256,-20858,-1726,5201
617766,walking,5332,6368,-9432,20599,-7821,-15719
618267,walking,1376,-13820,-20616,-2222,-7613,-1051
618768,walking,2440,3152,-16720,10605,10610,17733
619269,walking,7032,-11740,-24348,-15269,-26203,-27097
619770,walking,-520,6604,-16708,9135,1451,2768
620271,walking,2612,1600,-21088,-12364,-6617,19314
620772,walking,3124,976,-15992,6594,-11888,5528
621273,walking,2324,4712,-14808,-8986,-26380,-7012
621774,walking,4624,9280,-15256,-8391,8249,26681
622275,walking,3056,-1148,-19812,-17612,-2777,2985
